a,b
,약물치료에는 어떤 약이 쓰이나요?
,1세대 약물에는 무엇이 있나요?
,2세대 약물에는 무엇이 있나요?
,조현병 치료에 쓰이는 약물에는 어떤 종류의 약물이 있나요?
,1세대 약물과 2세대 약물은 어떤게 있나요?
,약물의 종류가 궁금합니다
,약물 종류는 어떻게 다른가요?
,1세대와 2세대 약은 차이가 있나요?
,치료 약물에는 무엇이 있나요?
,세대가 나눠진다고 하던데 어떤게 1세대고 어떤게 2세대인지 알수 있나요?
,항정신병약물의 종류에는 무엇이 있나요?
,약물치료에 쓰이는 약은 어떠한 것들이 있나요?
,1세대 약물과 2세대 약물에는 어떠한 큰 차이가 있나요?
,"1,2 세대 약물에 차이가 무엇이 있나요?"
,"1,2 세대 약물은 뭐가 있나요?"
,1세대와 2세대는 뭐가 다른지 알수 있나요?
,약물치료에는 어떤 종류의 약이 쓰이나요?
,1세대 약물에는 무엇이 들어 있나요?
,2세대 약물에는 무엇이 들어 있나요?
,조현병 치료에 쓰이는 약물에는 어떤 종류의 약물이 있는지 알수 있나요?
,1세대 약물과 2세대 약물은 종류가 어떻게 되나요?
,약물의 종류가 어떻게 다른지 궁금해요
,약물 종류는 어떤식으로 다른가요?
,1세대와 2세대 약의 차이가 얼마나 있나요?
,치료 약물에는 어떤 종류가 있나요?
,세대가 나눠진다는데 어떤게 1세대고 어떤게 2세대인가요?
,항정신병약물의 종류에는 뭐가 어떻게 있나요?
,약물치료에 쓰이는 약물은 어떠한 것들이 있나요?
,1세대 약물과 2세대 약물은 종류가 어떻게 다른가요?
,약물의 종류가 어떤 식으로 다른지 궁금해요
,약 종류가 궁금해요
,약물 종류는 어떤게 있나요?
,약물은 어떤게 있나요
,어떤 약이 쓰이나요?
,약물은 어떤게 쓰이나요?
,약물의 종류 알려주세요
,쓰이는 약물은 무엇인가요?
,약물이 어떤게 쓰이나요?
,어떤 약물을 먹게 되나요?
,먹게 될 약물은 무엇인가요?
,약물의 종류에 대해서 알려주세요
,약은 뭐가 있나요?
,세대별로 약물이 다른가요?
,세대별 약물 차이점이 어떤건가요?
,약물의 종류는 무엇이 있나요?
,어떤 약물을 먹나요?
,약물은 어떤게 있는지 알려주세요
,먹게되는 약은 어떤게 있나요?
,약물의 종류는 어떻게 되나요?
,세대별 약물은 어떤게 있나요?
,세대별로 어떤 차이가 있나요?
,약물은 세대별로 뭐가 다른가요?
,약물의 세대별로 어떤 차이가 있나요?
,항정신병약물의 종류는 뭐가 있나요?
,세대가 나눠지면 어떤 차이가 있나요?
,세대별로 어떤 약물이 있는지 알려주세요
,약물의 세대에 따라 뭐가 다른가요?
,약물은 세대별로 어떤 차이를 가지나요?
,세대별로 약물의 차이를 알려주세요
,조현병 약물치료는 어떤 약물이 쓰이나요?
,약물치료는 어떤 약물을 먹게되나요?
,약물의 세대별로 뭐가 다른지 궁금합니다
,약물에 대해서 알려주세요
,약물의 종류는 어떤게 있나요?
,1세대 약물과 2세대 약물에 뭐뭐가 있나요?
,1세대 약물과 2세대 약물의 종류가 궁금해요.
,1세대와 2세대 약물의 종류가 궁금해요
,1세대와 2세대 약물 종류는 어떤게 있나요?
,1세대와 2세대 약물 종류는 뭐뭐가 있나요?
,1세대와 2세대 약물 종류는 무엇이 있나요?
,1세대와 2세대 약이 뭐가 다른건가요?
,치료 약물에는 뭐뭐가 있나요?
,치료 약물의 종류가 따로 있나요?
,약물 치료에 사용되는 것들은 뭔가요?
,약물 치료에 어떤 종류가 사용되나요?
,어떤 약을 먹어야하는 건가요?
,어떤 약을 복용해야 하는 건가요?
,어떤 약으로 치료를 받아야하는 건가요?
,세대에 따른 약물 종류를 알려주세요.
,세대에 따른 약물 종류가 궁금해요.
,약의 세대가 다르던데 뭐가 다른건가요?
,조현병 치료 약물의 종류에는 뭐가 있나요?
,조현병 약의 종류에는 뭐가 있나요?
,복용해야 하는 약물의 종류에는 뭐가 있나요?
,먹어야 하는 약물의 종류에는 뭐가 있나요?
,약물치료에 쓰이는 약은 뭐뭐가 있나요?
,조현병 치료에 쓰이는 약은 어떤것들이 있나요?
,약물치료에 쓰이는 약의 종류가 궁금해요
,조현병 치료에 쓰이는 약의 종류가 궁금해요
,항정신병약물의 종류가 궁금해요.
,조현병 치료에는 어떤 약이 쓰이나요?
,조현병 치료에는 어떤 종류의 약이 쓰이나요?
,조현병 치료에는 어떤 약이 처방되나요?
,조현병 치료에는 어떤 종류의 약이 처방되나요?
,처방되는 약의 종류가 궁금해요.
,조현병 치료를 위해 처방되는 약의 종류가 궁금해요
,조현병 치료를 위해 먹어야되는 약의 종류를 알려주세요.
,조현병 치료약이 궁금해요
,조현병 치료약의 종류가 궁금해요
,조현병 치료약 종류는 어떤 것들이 있나요?
,조현병 치료 약물 종류
,치료약의 종류가 궁금해요
,치료약에는 어떤 것이 있나요?
,대표적인 조현병 치료약이 궁금해요
,조현병 치료약의 대표적인 약이 무엇인가요?
,조현병 치료에 대표적인 약이 무엇인가요?
,조현병에 도움이 되는 약은 무엇인가요?
,대표적인 치료 약물의 종류가 궁금해요
,대표적인 치료 약물은 어떤 것이 있나요?
,대표적으로 조현병에 어떤 약물이 사용되나요?
,대표적으로 조현병에 사용되는 약물이 뭔가요?
,대표적으로 조현병에 사용되는 약물의 종류가 궁금해요
,조현병에는 대표적으로 어떤 치료약들이 있나요?
,조현병 치료약에 세대가 나뉘나요?
,"1세대, 2세대 약물에 대해서 알려주세요"
,"1세대, 2세대 약물이 궁금해요"
,치료약의 종류에 대해서 알려주세요
,치료약의 종류를 확인하고 싶어요
,치료약의 종류에는 어떤 것들이 있나요?
,1세대 치료약들의 종류를 확인하고 싶어요
,2세대 치료약들의 종류를 확인하고 싶어요
,1세대 치료약에는 어떤 것들이 있나요?
,2세대 치료약에는 어떤 것들이 있나요?
,1세대 와 2세대 약물의 가격 차이가 궁금합니다
,항정신병약물이 뭔가요
,약물 종류가 궁금합니다
,1세대와 2세대 약물은 무엇이 있나요?
,치료에 쓰는 약은 어떤 것들이 있나요?
,치료에 쓰는 약의 종류는 무엇이 있나요?
,약물 졸유가 알고싶습니다
,약물치료에 어떤 약이쓰이나요?
,1세대 2세대 약물을 무엇인지 궁금합니다
,1세대 약물과 2세대 약물의 차이는?
,세데가 뭔가요?
,지프라시돈이 뭔가요?
,약물의 종류는 뭔가요
,1세대 약물과 2세대 약물은 다른가요?
,약물치료에 쓰이는 약의 종류가 뭔가요?
,1세대 약물은 무엇인가요
,2세대 약물은 무엇인가요
,"1,2세대 약물을 둘다 먹어도 되나요"
,약의 성분이 궁금해요
,약의 성분은 어떤게 있나요?
,약물 치료의 종류엔 어떤것이 있나요?
,1세대 약과 2세대 약의 차이점이 뭔가요?
,1세대 약이 좋나요 2세대 약이 좋나요?
,2세대 약이 더 효율적이겠죠?
답변,"특정 약물이 더 우얼하다고 할 수는 없습니다. 다양한 약물이 있으며 그 약물들은 각각의 특징이 있어 이에 맞는 약을 사용하는 것이 좋습니다. 그렇지만, 일반적으로 모든 항정신병 약물의 효능을 넘는 약이 있는데 이것은 클로자핀이라는 약물입니다. 그러나 이 약물도 혈액 부작용과 같은 주의해야 할 부작용이 있어 무조건 권유되지 않습니다."
유사질문,1. 어떤 종류의 약이 더 우월하거나 효과가 좋을까요?
,2세대 약물이 1세대 약물보다 좋은가요?
,조현병을 치료하는데 어떤 약이 제일 좋을까요?
,효과가 더 좋은 약이 있나요?
,어떤 약이 더 효과가 좋나요?
,어떤 약이 더 좋나요?
,제일 좋은 치료약은 무엇인가요?
,2세대약이 1세대약보다 더 좋아진건가요?
,2세대약이 1세대약 단점을 보완한건가요?
,어떤약이 좋은건가요?
,2세대약은 1세대에비해 어떤 장점이 있나요?
,2세대 약도 단점이 있나요?
,제일 좋은 약은 어떤거에요?
,제일 좋은 약 추천부탁드려요
,제일 안좋은 약은 어떤거에요?
,가장 선호도는 약은 무엇인가요?
,아주 좋은 특정약이 있나요?
,제가 먹는약이 제일 좋은 약인가요?
,가장 효과있는 약은 뭐에요?
,조현병 증상에 가장 알맞은 약은 무엇인가요?
,아마 제가 먹는약이 가장 좋은거겠죠?
,제일 좋은약을 받고 싶어요
,어떤약이 더 좋은지 모르겠어요
,부작용이 많은 약을 피하고 싶어요
,부작용없는약 추천해주세요
,특정 부작용이 있는 약이 있나요?
,부작용이 주의 해야하는 약이 있나요?
,어떤부작용을 주의 해야 하나요?
,가장 안전한 약은 무엇인가요?
,제일 안전한약 추천바랍니다
,이 약이 제일 우월한 효능을 가지고 있나요?
,효능 좋은 약만 추천바랍니다
,가장 좋은 약 추천해주세요
,어떤 약이 제일 인기 많은 약인가요?
,어떤 약이 효능이 제일 좋나요?
,각각의 약의 효능이 다 다른가요?
,각각의 약의 효과가 다 다른가요?
,최신약이 제일 좋은건가요?
,제일 좋은약을 처방해주나요?
,무슨 약이 좋은건지 모르겠습니다
,제일 좋은 약이 필요합니다
,제일 효과있는 약이 필요합니다
,효과없는 약도 있나요?
,1세대 2세대 어떤게 더 좋나요?
,1세대 2세대 어떤 약이 더 효과가 좋나요?
,1세대 2세대 어떤 약이 더 좋나요?
,가장 좋은 치료약은 무엇인가요?
,조현병을 치료하는데 어떤 약이 효과가 더 좋나요?
,2세대 약물이 1세대 약물보다 많이 좋은가요?
,2세대 약물이 1세대 약물보다 훨씬 좋은가요?
,2세대 약물이 1세대 약물보다 매우 좋은가요?
,2세대 약물이 1세대 약물보다 얼마나 좋은가요?
,2세대 약물이 1세대 약물보다 특히 더 좋은가요?
,2세대 약물이 1세대 약물보다 더 좋은가요?
,2세대 약물이 1세대 약물보다 더욱 좋은가요?
,2세대 약물이 1세대 약물보다 더욱 많이 좋은가요?
,조현병을 치료하는데 어떤 약이 가장 좋을까요?
,조현병을 치료하는데 어떤 약이 가장 좋나요?
,조현병을 치료하는데 어떤 약이 효과가 좋나요?
,조현병을 치료하는데 어떤 약이 가장 효과가 좋나요?
,조현병을 치료하는데 어떤 종류의 약이 가장 좋을까요?
,조현병을 치료하는데 어떤 종류의 약이 가장 효과가 좋을까요?
,조현병을 치료하는데 어떤 종류의 약이 요과가 좋을까요?
,조현병을 치료하는데 어떤 종류의 약이 보다 좋을까요?
,조현병을 치료하는데 어떤 종류의 약 효과가 좋을까요?
,효과가 더욱 좋은 약이 있나요?
,효과가 훨씬 좋은 약이 있나요?
,효과가 훨씬 더 좋은 약이 있나요?
,효과가 더 좋은 약물이 있나요?
,효과가 더욱 좋은 약물이 있나요?
,어떤 약이 효과가 좋나요?
,어떤 약이 더 효과가 좋을까요?
,어떤 약이 평균적으로 효과가 더 좋나요?
,어떤 약이 평균적으로 효과가 보다 많이 좋나요?
,어떤 약이 더욱 좋나요?
,어떤 약 효과가 좋나요?
,어떤 약 효능이 좋나요?
,가장 좋은 치료약은 무엇인가요?
,좋은 치료약은 무엇인가요?
,약물별로 우위가 있나요?
,어떤 약을 먹으면 좋은가요?
,어떤 약을 복용해야 좋은가요?
,어떤 약이 제일 좋은가요?
,제일 좋은 약은 뭔가요?
,효과가 좋은 약은 뭔가요?
,어떤 약을 복용하면 좋은가요?
,치료에는 어떤 약이 좋은가요?
,제일 좋은 약은 어떤게 있나요?
,효과가 좋은 약은 무엇인가요?
,어떤 약을 먹어야 좋을까요?
,약은 어떤걸 먹으면 좋을까요?
,우월하거나 좋은 약이 따로 있나요?
,특출나게 좋은 약이 있나요?
,어떤 약이 제일 효과가 좋은가요?
,효과가 좋은 약이 있으면 알려주세요
,어떤 약이 제일 좋을까요?
,좋은 약이 따로 있나요?
,효과가 좋은 약이 있나요?
,효과가 제일 좋은 약이 있나요?
,약이 효과가 어떤게 좋나요?
,어떤 약이 효과가 제일 좋나요?
,어떤 약이 제일 효과가 좋나요?
,효과가 좋은 약이 따로 있나요?
,좀 더 좋은 약이 있나요?
,효과가 좀 더 좋은 약이 있나요?
